"company_id","region_code","coverage"
"versive","LAC",1
"hivemapper","LAC",1
"dimo","LAC",0
"weatherxm","LAC",1
"nova_labs_helium","LAC",1
"safecast","LAC",1
"biobot","LAC",0
"verily","LAC",0
"wastewaterscan","LAC",0
"hawkeye_360","LAC",3
"unseenlabs","LAC",3
"kleos_space","LAC",3
"naturemetrics","LAC",2
"rainforest_connection","LAC",1
"fugro","LAC",3
"clarity_movement","LAC",2
"aclima","LAC",0
"nuview","LAC",3
"orbital_sidekick","LAC",3
"wyvern","LAC",3
"hydrosat","LAC",3
"muon_space","LAC",3
"myriota","LAC",1
"astrocast","LAC",1
"nearmap","LAC",2
"vexcel_imaging","LAC",2
"airqo","LAC",0
"code_for_africa","LAC",0
"aerobotics","LAC",2
"ujuzikilimo","LAC",0
"robocare","LAC",0
"astral_aerial","LAC",0
"earthranger","LAC",0
"falcon_eye_drones","LAC",0
"falcon_3d","LAC",0
"digital_earth_africa","LAC",0
"sansa","LAC",0
"nasrda","LAC",0
"egsa","LAC",0
"kenya_space_agency","LAC",0
"essti","LAC",0
"mbrsc","LAC",0
"tubitak_uzay","LAC",0
"imagesat","LAC",3
"taranis","LAC",2
"agritask","LAC",2
"asterra","LAC",3
"norc","LAC",1
"westat","LAC",0
"rti_international","LAC",2
"mathematica","LAC",1
"abt_global","LAC",2
"ssrs","LAC",0
"icf_international","LAC",3
"quinnipiac_poll","LAC",0
"marist_poll","LAC",0
"monmouth_poll","LAC",0
"siena_research","LAC",0
"emerson_polling","LAC",0
"surveyusa","LAC",0
"prri","LAC",0
"ap_norc","LAC",0
"civiqs","LAC",0
"echelon_insights","LAC",0
"data_for_progress","LAC",0
"cygnal","LAC",0
"leger","LAC",0
"angus_reid_institute","LAC",0
"nanos_research","LAC",0
"ekos_research","LAC",0
"abacus_data","LAC",0
"environics_research","LAC",0
"skywatch","LAC",3
"mda_space","LAC",3
"ecopia_ai","LAC",3
"farmers_edge","LAC",0
"deveron","LAC",0
"semios","LAC",0
"bluedot","LAC",2
"local_logic","LAC",0
"riskthinking_ai","LAC",2
"triton_digital","LAC",2
"descartes_datamyne","LAC",3
"browse_ai","LAC",2
"internet_archive","LAC",2
"exa_ai","LAC",2
"altana","LAC",3
"project44","LAC",3
"fourkites","LAC",3
"clear_secure","LAC",0
"id_me","LAC",0
"socure","LAC",0
"observa","LAC",0
"ookla","LAC",1
"purpleair","LAC",1
"motive","LAC",0
"lytx","LAC",0
"catalina_marketing","LAC",1
"inmar_intelligence","LAC",0
"data_axle","LAC",0
"bombora","LAC",1
"thinknum","LAC",1
"om1","LAC",0
"verana_health","LAC",0
"atropos_health","LAC",0
"aetion","LAC",0
"edison_research","LAC",0
"luminate_data","LAC",2
"flashpoint","LAC",2
"zignal_labs","LAC",2
"albedo","LAC",3
"centaur_labs","LAC",1
"fulcrum_app","LAC",3
"rep_data","LAC",2
"understanding_america","LAC",0
"ipsos","WEU",3
"kantar","WEU",3
"niq","WEU",3
"circana","WEU",3
"gallup","WEU",3
"yougov","WEU",3
"morning_consult","WEU",3
"pew_research","WEU",3
"verian","WEU",3
"ipsos_mori_uk","WEU",3
"savanta","WEU",2
"system1_group","WEU",2
"euromonitor","WEU",3
"mintel","WEU",2
"statista","WEU",3
"m3_global_research","WEU",3
"escalent","WEU",2
"material_plus","WEU",2
"c_space","WEU",2
"hall_and_partners","WEU",2
"appinio","WEU",2
"attest","WEU",2
"zappi","WEU",2
"suzy","WEU",0
"glimpse_ai","WEU",0
"listen_labs","WEU",2
"strella","WEU",0
"outset_ai","WEU",2
"cint","WEU",3
"dynata","WEU",3
"toluna","WEU",3
"bilendi","WEU",3
"norstat","WEU",0
"prolific","WEU",3
"cloudresearch","WEU",1
"purespectrum","WEU",2
"innovate_mr","WEU",2
"prodege","WEU",2
"disqo","WEU",0
"rakuten_insight","WEU",0
"borderless_access","WEU",2
"milieu_insight","WEU",0
"respondent_io","WEU",2
"qualtrics","WEU",3
"surveymonkey","WEU",3
"alchemer","WEU",3
"forsta","WEU",3
"sawtooth_software","WEU",3
"surveycto","WEU",2
"kobotoolbox","WEU",2
"odk","WEU",2
"commcare_dimagi","WEU",1
"ona","WEU",2
"mwater","WEU",3
"redcap","WEU",3
"gorilla_sc","WEU",3
"credamo","WEU",0
"wenjuanxing","WEU",0
"one_to_one_tunisia","WEU",0
"sigma_conseil","WEU",0
"emrhod_consulting","WEU",0
"elka_consulting","WEU",0
"bjka_consulting","WEU",0
"lms_csa_maroc","WEU",0
"baseera_egypt","WEU",0
"pcpsr","WEU",0
"awrad","WEU",0
"nama_strategic","WEU",0
"css_jordan","WEU",0
"iiacss","WEU",0
"parc_dubai","WEU",0
"ispa_iran","WEU",0
"gamaan","WEU",0
"konda","WEU",0
"metropoll","WEU",0
"areda_survey","WEU",0
"midgam_israel","WEU",0
"ipanel_israel","WEU",0
"arab_barometer","WEU",0
"afrobarometer","WEU",0
"cdd_ghana","WEU",0
"ijr_south_africa","WEU",0
"ids_nairobi","WEU",0
"ireg_benin","WEU",0
"infotrak","WEU",0
"tifa_research","WEU",0
"consumer_insight_africa","WEU",0
"geopoll","WEU",0
"sagaci_research","WEU",0
"noipolls","WEU",0
"sbm_intelligence","WEU",0
"practical_sampling","WEU",0
"ask_afrika","WEU",0
"plus94_research","WEU",0
"citizen_surveys","WEU",0
"busara_center","WEU",0
"ipa_research","WEU",0
"jpal","WEU",1
"laterite","WEU",0
"sixty_decibels","WEU",0
"lokniti_csds","WEU",0
"cvoter","WEU",0
"axis_my_india","WEU",0
"hansa_research","WEU",0
"q_and_q_research","WEU",0
"outline_india","WEU",0
"gallup_pakistan","WEU",0
"lsi_indonesia","WEU",0
"smrc_indonesia","WEU",0
"indikator_politik","WEU",0
"sws_philippines","WEU",0
"pulse_asia","WEU",0
"cimigo","WEU",0
"q_and_me","WEU",0
"indochina_research","WEU",0
"deka_research","WEU",0
"macromill","WEU",0
"intage","WEU",0
"nikkei_research","WEU",0
"cross_marketing","WEU",0
"embrain","WEU",0
"hankook_research","WEU",0
"realmeter","WEU",0
"gallup_korea","WEU",0
"horizon_china","WEU",0
"ctr_china","WEU",0
"csm_media","WEU",0
"datafolha","WEU",0
"ipec_brasil","WEU",0
"quaest","WEU",0
"atlasintel","WEU",2
"consulta_mitofsky","WEU",0
"enkoll","WEU",0
"buendia_marquez","WEU",0
"cadem","WEU",0
"invamer","WEU",0
"datexco","WEU",0
"cid_gallup","WEU",0
"poliarquia","WEU",0
"latinobarometro","WEU",0
"lapop","WEU",0
"levada_center","WEU",0
"vciom","WEU",0
"fom_russia","WEU",0
"russian_field","WEU",0
"kiis","WEU",0
"rating_group","WEU",0
"razumkov_centre","WEU",0
"info_sapiens","WEU",0
"gradus_research","WEU",0
"crrc","WEU",0
"act_georgia","WEU",0
"central_asia_barometer","WEU",0
"m_vector","WEU",0
"siar_research","WEU",0
"ipm_belarus","WEU",0
"roy_morgan","WEU",0
"essential_research","WEU",0
"oztam","WEU",0
"barb_uk","WEU",3
"mediametrie","WEU",3
"barc_india","WEU",0
"video_research_jp","WEU",0
"numeris","WEU",0
"scale_ai","WEU",2
"surge_ai","WEU",2
"mercor","WEU",2
"handshake_ai","WEU",1
"micro1","WEU",1
"turing_com","WEU",1
"invisible_tech","WEU",2
"appen","WEU",3
"toloka","WEU",3
"telus_digital_ai","WEU",3
"imerit","WEU",0
"sama","WEU",0
"cloudfactory","WEU",1
"superannotate","WEU",2
"labelbox","WEU",2
"snorkel_ai","WEU",1
"encord","WEU",2
"v7_labs","WEU",2
"kili_technology","WEU",3
"dataloop","WEU",1
"roboflow","WEU",2
"defined_ai","WEU",2
"shaip","WEU",1
"innodata","WEU",1
"transperfect_dataforce","WEU",2
"speechocean","WEU",2
"datatang","WEU",1
"magic_data_tech","WEU",1
"dataannotation_tech","WEU",1
"pareto_ai","WEU",1
"mturk","WEU",1
"clickworker","WEU",3
"premise_data","WEU",1
"streetbees","WEU",3
"roamler","WEU",3
"field_agent","WEU",2
"gigwalk","WEU",0
"glg","WEU",3
"third_bridge","WEU",3
"guidepoint","WEU",3
"alphasense","WEU",3
"dialectica","WEU",3
"bright_data","WEU",3
"oxylabs","WEU",3
"decodo","WEU",3
"zyte","WEU",3
"apify","WEU",3
"firecrawl","WEU",3
"tavily","WEU",3
"diffbot","WEU",3
"common_crawl","WEU",3
"promptcloud","WEU",3
"grepsr","WEU",3
"nimble_data","WEU",3
"coresignal","WEU",3
"acxiom","WEU",2
"experian","WEU",3
"equifax","WEU",2
"transunion","WEU",1
"liveramp","WEU",2
"epsilon","WEU",1
"lexisnexis_risk","WEU",2
"dun_bradstreet","WEU",3
"cotality","WEU",1
"verisk","WEU",2
"crif","WEU",3
"serasa_experian","WEU",0
"spokeo","WEU",0
"safegraph","WEU",2
"placer_ai","WEU",1
"veraset","WEU",1
"unacast","WEU",2
"foursquare","WEU",2
"kochava_collective","WEU",2
"azira","WEU",2
"advan_research","WEU",0
"huq_industries","WEU",2
"predicio","WEU",3
"positium","WEU",2
"teralytics","WEU",3
"orange_flux_vision","WEU",3
"flowminder","WEU",0
"planet_labs","WEU",3
"vantor","WEU",3
"blacksky","WEU",3
"iceye","WEU",3
"satellogic","WEU",3
"capella_space","WEU",3
"umbra_space","WEU",3
"airbus_ds_geo","WEU",3
"spire_global","WEU",3
"ursa_space","WEU",3
"pixxel","WEU",3
"skyfi","WEU",3
"earthdaily","WEU",3
"satvu","WEU",3
"ghgsat","WEU",3
"kayrros","WEU",3
"descartes_labs","WEU",3
"spaceknow","WEU",3
"synspective","WEU",3
"axelspace","WEU",3
"changguang","WEU",3
"twentyone_at","WEU",3
"tomorrow_io","WEU",3
"windborne","WEU",3
"saildrone","WEU",2
"sofar_ocean","WEU",3
"jupiter_intelligence","WEU",3
"first_street","WEU",0
"fathom_global","WEU",3
"jba_risk","WEU",3
"moodys_rms","WEU",3
"mitiga_solutions","WEU",3
"climateai","WEU",3
"descartes_underwriting","WEU",3
"sylvera","WEU",3
"bezero_carbon","WEU",3
"carbon_mapper","WEU",3
"chloris_geospatial","WEU",3
"nielsen","WEU",3
"comscore","WEU",3
"samba_tv","WEU",2
"ispot_tv","WEU",0
"videoamp","WEU",0
"similarweb","WEU",3
"sensor_tower","WEU",3
"yipitdata","WEU",1
"m_science","WEU",0
"consumer_edge","WEU",1
"earnest_analytics","WEU",0
"facteus","WEU",0
"measurable_ai","WEU",0
"plaid","WEU",1
"tink","WEU",3
"kpler","WEU",3
"vortexa","WEU",3
"windward_ai","WEU",3
"panjiva","WEU",1
"importgenius","WEU",1
"iqvia","WEU",3
"komodo_health","WEU",0
"truveta","WEU",0
"healthverity","WEU",0
"tempus_ai","WEU",0
"datavant","WEU",0
"flatiron_health","WEU",0
"trinetx","WEU",3
"picnichealth","WEU",0
"evidation_health","WEU",0
"medidata","WEU",3
"veeva_crossix","WEU",0
"definitive_healthcare","WEU",0
"uk_biobank","WEU",3
"bgi_genomics","WEU",1
"samsara","WEU",2
"geotab","WEU",3
"inrix","WEU",3
"tomtom","WEU",3
"here_technologies","WEU",3
"cambridge_mobile","WEU",2
"arity","WEU",0
"smartcar","WEU",2
"high_mobility","WEU",3
"dataminr","WEU",3
"recorded_future","WEU",3
"meltwater","WEU",3
"brandwatch","WEU",3
"talkwalker","WEU",3
"sprinklr","WEU",3
"graphika","WEU",3
"babel_street","WEU",3
"sayari","WEU",3
"kharon","WEU",3
"janes","WEU",3
"acled","WEU",2
"gdelt","WEU",3
"bellingcat","WEU",3
"newsguard","WEU",2
"zoominfo","WEU",2
"apollo_io","WEU",3
"cognism","WEU",2
"lusha","WEU",3
"people_data_labs","WEU",2
"opencorporates","WEU",3
"moodys_bvd","WEU",3
"pitchbook","WEU",3
"crunchbase","WEU",3
"tracxn","WEU",3
"dealroom","WEU",3
"numerator","WEU",2
"profitero","WEU",3
"dataweave","WEU",2
"intelligence_node","WEU",3
"trax_retail","WEU",2
"dunnhumby","WEU",2
"eightyfour_51","WEU",0
"clearview_ai","WEU",1
"pimeyes","WEU",2
"tools_for_humanity","WEU",2
"yoti","WEU",2
"idemia","WEU",3
"sensetime","WEU",0
"megvii","WEU",0
"hikvision","WEU",1
"arab_advisors","WEU",0
"asdaa_bcw","WEU",0
"insight_discovery","WEU",0
"ventures_middle_east","WEU",0
"space42","WEU",3
"presight_ai","WEU",2
"lucidya","WEU",0
"mozn","WEU",0
"crowd_analyzer","WEU",0
"tarjama","WEU",0
"idsc_egypt","WEU",0
"rada_research","WEU",0
"statistics_lebanon","WEU",0
"information_international","WEU",0
"scpr_syria","WEU",0
"yemen_polling_center","WEU",0
"diwan_research","WEU",0
"immar_rc","WEU",0
"sunergia","WEU",0
"iranpoll","WEU",0
"turkiye_raporu","WEU",0
"geocartography","WEU",0
"near_east_consulting","WEU",0
"jmcc","WEU",0
"zogby_research","WEU",0
"reach_initiative","WEU",0
"acaps","WEU",0
"afriksurvey","WEU",0
"sagapoll","WEU",0
"dalberg_research","WEU",0
"stears","WEU",0
"datalens_africa","WEU",0
"creditregistry","WEU",0
"indicina","WEU",0
"africa_polling_institute","WEU",0
"global_infoanalytics","WEU",0
"amini","WEU",0
"research_solutions_africa","WEU",0
"msurvey","WEU",0
"echo_mobile","WEU",0
"viamo","WEU",0
"twaweza","WEU",0
"research_world_intl","WEU",0
"charis_uas","WEU",0
"digital_umuganda","WEU",0
"somali_public_agenda","WEU",0
"mpoi_zimbabwe","WEU",0
"social_research_foundation","WEU",0
"eighty20","WEU",0
"lightstone","WEU",0
"lelapa_ai","WEU",0
"masakhane","WEU",0
"awarri","WEU",0
"romir","WEU",0
"mediascope","WEU",0
"ipsos_comcon","WEU",0
"tiburon_research","WEU",0
"anketolog","WEU",0
"sberindex","WEU",0
"yandex_data","WEU",0
"baw_belarus","WEU",0
"bisam","WEU",0
"demoscope_kz","WEU",0
"ijtimoiy_fikr","WEU",0
"questmobile","WEU",0
"analysys_yiguan","WEU",0
"iimedia","WEU",0
"talkingdata","WEU",0
"aurora_mobile","WEU",0
"miaozhen_admaster","WEU",0
"qichacha","WEU",0
"tianyancha","WEU",0
"wind_information","WEU",0
"intron_health","WEU",0
"african_languages_lab","WEU",0
"aflabox","WEU",0
"tolbi","WEU",0
"soko_aerial","WEU",0
"geoinfotech","WEU",0
"helium_health","WEU",0
"pula","WEU",0
"apollo_agriculture","WEU",0
"hello_tractor","WEU",0
"mpharma","WEU",0
"ehealth_africa","WEU",0
"lacuna_fund","WEU",1
"makerere_ai","WEU",0
"cntxt_ai","WEU",0
"arabic_ai","WEU",0
"aydi","WEU",0
"widebot","WEU",0
"mawdoo3","WEU",0
"aaru","WEU",3
"simile","WEU",3
"conveo","WEU",2
"perspective_ai","WEU",2
"theysaid","WEU",2
"versive","WEU",2
"hivemapper","WEU",3
"dimo","WEU",2
"weatherxm","WEU",3
"nova_labs_helium","WEU",3
"safecast","WEU",3
"biobot","WEU",0
"verily","WEU",0
"wastewaterscan","WEU",0
"hawkeye_360","WEU",3
"unseenlabs","WEU",3
"kleos_space","WEU",3
"naturemetrics","WEU",3
"rainforest_connection","WEU",2
"fugro","WEU",3
"clarity_movement","WEU",3
"aclima","WEU",0
"nuview","WEU",3
"orbital_sidekick","WEU",3
"wyvern","WEU",3
"hydrosat","WEU",3
"muon_space","WEU",3
"myriota","WEU",3
"astrocast","WEU",3
"nearmap","WEU",2
"vexcel_imaging","WEU",2
"airqo","WEU",0
"code_for_africa","WEU",0
"aerobotics","WEU",2
"ujuzikilimo","WEU",0
"robocare","WEU",0
"astral_aerial","WEU",0
"earthranger","WEU",2
"falcon_eye_drones","WEU",0
"falcon_3d","WEU",0
"digital_earth_africa","WEU",0
"sansa","WEU",0
"nasrda","WEU",0
"egsa","WEU",0
"kenya_space_agency","WEU",0
"essti","WEU",0
"mbrsc","WEU",0
"tubitak_uzay","WEU",0
"imagesat","WEU",3
"taranis","WEU",2
"agritask","WEU",3
"asterra","WEU",3
"norc","WEU",1
"westat","WEU",1
"rti_international","WEU",1
"mathematica","WEU",1
"abt_global","WEU",1
"ssrs","WEU",0
"icf_international","WEU",1
"quinnipiac_poll","WEU",0
"marist_poll","WEU",0
"monmouth_poll","WEU",0
"siena_research","WEU",0
"emerson_polling","WEU",0
"surveyusa","WEU",0
"prri","WEU",0
"ap_norc","WEU",0
"civiqs","WEU",0
"echelon_insights","WEU",0
"data_for_progress","WEU",0
"cygnal","WEU",0
"leger","WEU",0
"angus_reid_institute","WEU",0
"nanos_research","WEU",0
"ekos_research","WEU",0
"abacus_data","WEU",0
"environics_research","WEU",0
"skywatch","WEU",3
"mda_space","WEU",3
"ecopia_ai","WEU",3
"farmers_edge","WEU",2
"deveron","WEU",0
"semios","WEU",2
"bluedot","WEU",3
"local_logic","WEU",1
"riskthinking_ai","WEU",3
"triton_digital","WEU",3
"descartes_datamyne","WEU",3
"browse_ai","WEU",3
"internet_archive","WEU",3
"exa_ai","WEU",3
"altana","WEU",3
"project44","WEU",3
"fourkites","WEU",3
"clear_secure","WEU",0
"id_me","WEU",0
"socure","WEU",0
"observa","WEU",0
"ookla","WEU",3
"purpleair","WEU",3
"motive","WEU",2
"lytx","WEU",2
"catalina_marketing","WEU",2
"inmar_intelligence","WEU",0
"data_axle","WEU",0
"bombora","WEU",3
"thinknum","WEU",2
"om1","WEU",0
"verana_health","WEU",0
"atropos_health","WEU",0
"aetion","WEU",0
"edison_research","WEU",0
"luminate_data","WEU",3
"flashpoint","WEU",3
"zignal_labs","WEU",3
"albedo","WEU",3
"centaur_labs","WEU",2
"fulcrum_app","WEU",3
"rep_data","WEU",3
"understanding_america","WEU",0
"ipsos","EEU",3
"kantar","EEU",2
"niq","EEU",3
"circana","EEU",1
"gallup","EEU",2
"yougov","EEU",2
"morning_consult","EEU",1
"pew_research","EEU",2
"verian","EEU",2
"ipsos_mori_uk","EEU",0
"savanta","EEU",1
"system1_group","EEU",1
"euromonitor","EEU",3
"mintel","EEU",1
"statista","EEU",2
"m3_global_research","EEU",2
"escalent","EEU",1
"material_plus","EEU",1
"c_space","EEU",1
"hall_and_partners","EEU",1
"appinio","EEU",1
"attest","EEU",1
"zappi","EEU",1
"suzy","EEU",0
"glimpse_ai","EEU",0
"listen_labs","EEU",1
"strella","EEU",0
"outset_ai","EEU",1
"cint","EEU",3
"dynata","EEU",2
"toluna","EEU",2
"bilendi","EEU",0
"norstat","EEU",3
"prolific","EEU",1
"cloudresearch","EEU",0
"purespectrum","EEU",1
"innovate_mr","EEU",1
"prodege","EEU",1
"disqo","EEU",0
"rakuten_insight","EEU",0
"borderless_access","EEU",1
"milieu_insight","EEU",0
"respondent_io","EEU",1
"qualtrics","EEU",2
"surveymonkey","EEU",3
"alchemer","EEU",3
"forsta","EEU",3
"sawtooth_software","EEU",3
"surveycto","EEU",2
"kobotoolbox","EEU",2
"odk","EEU",2
"commcare_dimagi","EEU",1
"ona","EEU",2
"mwater","EEU",3
"redcap","EEU",2
"gorilla_sc","EEU",3
"credamo","EEU",0
"wenjuanxing","EEU",0
"one_to_one_tunisia","EEU",0
"sigma_conseil","EEU",0
"emrhod_consulting","EEU",0
"elka_consulting","EEU",0
"bjka_consulting","EEU",0
"lms_csa_maroc","EEU",0
"baseera_egypt","EEU",0
"pcpsr","EEU",0
"awrad","EEU",0
"nama_strategic","EEU",0
"css_jordan","EEU",0
"iiacss","EEU",0
"parc_dubai","EEU",0
"ispa_iran","EEU",0
"gamaan","EEU",0
"konda","EEU",0
"metropoll","EEU",0
"areda_survey","EEU",0
"midgam_israel","EEU",0
"ipanel_israel","EEU",0
"arab_barometer","EEU",0
"afrobarometer","EEU",0
"cdd_ghana","EEU",0
"ijr_south_africa","EEU",0
"ids_nairobi","EEU",0
"ireg_benin","EEU",0
"infotrak","EEU",0
"tifa_research","EEU",0
"consumer_insight_africa","EEU",0
"geopoll","EEU",0
"sagaci_research","EEU",0
"noipolls","EEU",0
"sbm_intelligence","EEU",0
"practical_sampling","EEU",0
"ask_afrika","EEU",0
"plus94_research","EEU",0
"citizen_surveys","EEU",0
"busara_center","EEU",0
"ipa_research","EEU",0
"jpal","EEU",0
"laterite","EEU",0
"sixty_decibels","EEU",0
"lokniti_csds","EEU",0
"cvoter","EEU",0
"axis_my_india","EEU",0
"hansa_research","EEU",0
"q_and_q_research","EEU",0
"outline_india","EEU",0
"gallup_pakistan","EEU",0
"lsi_indonesia","EEU",0
"smrc_indonesia","EEU",0
"indikator_politik","EEU",0
"sws_philippines","EEU",0
"pulse_asia","EEU",0
"cimigo","EEU",0
"q_and_me","EEU",0
"indochina_research","EEU",0
"deka_research","EEU",0
"macromill","EEU",0
"intage","EEU",0
"nikkei_research","EEU",0
"cross_marketing","EEU",0
"embrain","EEU",0
"hankook_research","EEU",0
"realmeter","EEU",0
"gallup_korea","EEU",0
"horizon_china","EEU",0
"ctr_china","EEU",0
"csm_media","EEU",0
"datafolha","EEU",0
"ipec_brasil","EEU",0
"quaest","EEU",0
"atlasintel","EEU",1
"consulta_mitofsky","EEU",0
"enkoll","EEU",0
"buendia_marquez","EEU",0
"cadem","EEU",0
"invamer","EEU",0
"datexco","EEU",0
"cid_gallup","EEU",0
"poliarquia","EEU",0
"latinobarometro","EEU",0
"lapop","EEU",0
"levada_center","EEU",0
"vciom","EEU",0
"fom_russia","EEU",0
"russian_field","EEU",0
"kiis","EEU",3
"rating_group","EEU",3
"razumkov_centre","EEU",3
"info_sapiens","EEU",3
"gradus_research","EEU",3
"crrc","EEU",3
"act_georgia","EEU",3
"central_asia_barometer","EEU",0
"m_vector","EEU",1
"siar_research","EEU",1
"ipm_belarus","EEU",0
"roy_morgan","EEU",0
"essential_research","EEU",0
"oztam","EEU",0
"barb_uk","EEU",0
"mediametrie","EEU",0
"barc_india","EEU",0
"video_research_jp","EEU",0
"numeris","EEU",0
"scale_ai","EEU",1
"surge_ai","EEU",1
"mercor","EEU",2
"handshake_ai","EEU",0
"micro1","EEU",2
"turing_com","EEU",2
"invisible_tech","EEU",2
"appen","EEU",2
"toloka","EEU",3
"telus_digital_ai","EEU",2
"imerit","EEU",0
"sama","EEU",0
"cloudfactory","EEU",0
"superannotate","EEU",2
"labelbox","EEU",2
"snorkel_ai","EEU",1
"encord","EEU",1
"v7_labs","EEU",1
"kili_technology","EEU",0
"dataloop","EEU",1
"roboflow","EEU",2
"defined_ai","EEU",2
"shaip","EEU",1
"innodata","EEU",1
"transperfect_dataforce","EEU",2
"speechocean","EEU",1
"datatang","EEU",0
"magic_data_tech","EEU",0
"dataannotation_tech","EEU",1
"pareto_ai","EEU",1
"mturk","EEU",0
"clickworker","EEU",2
"premise_data","EEU",2
"streetbees","EEU",2
"roamler","EEU",0
"field_agent","EEU",1
"gigwalk","EEU",0
"glg","EEU",1
"third_bridge","EEU",1
"guidepoint","EEU",1
"alphasense","EEU",1
"dialectica","EEU",1
"bright_data","EEU",3
"oxylabs","EEU",2
"decodo","EEU",2
"zyte","EEU",2
"apify","EEU",2
"firecrawl","EEU",2
"tavily","EEU",2
"diffbot","EEU",2
"common_crawl","EEU",3
"promptcloud","EEU",2
"grepsr","EEU",2
"nimble_data","EEU",2
"coresignal","EEU",2
"acxiom","EEU",1
"experian","EEU",1
"equifax","EEU",0
"transunion","EEU",0
"liveramp","EEU",1
"epsilon","EEU",0
"lexisnexis_risk","EEU",1
"dun_bradstreet","EEU",2
"cotality","EEU",0
"verisk","EEU",1
"crif","EEU",3
"serasa_experian","EEU",0
"spokeo","EEU",0
"safegraph","EEU",1
"placer_ai","EEU",0
"veraset","EEU",0
"unacast","EEU",0
"foursquare","EEU",1
"kochava_collective","EEU",1
"azira","EEU",1
"advan_research","EEU",0
"huq_industries","EEU",0
"predicio","EEU",0
"positium","EEU",2
"teralytics","EEU",1
"orange_flux_vision","EEU",1
"flowminder","EEU",0
"planet_labs","EEU",3
"vantor","EEU",3
"blacksky","EEU",3
"iceye","EEU",3
"satellogic","EEU",3
"capella_space","EEU",3
"umbra_space","EEU",3
"airbus_ds_geo","EEU",3
"spire_global","EEU",3
"ursa_space","EEU",3
"pixxel","EEU",3
"skyfi","EEU",3
"earthdaily","EEU",3
"satvu","EEU",3
"ghgsat","EEU",3
"kayrros","EEU",2
"descartes_labs","EEU",3
"spaceknow","EEU",3
"synspective","EEU",3
"axelspace","EEU",3
"changguang","EEU",3
"twentyone_at","EEU",3
"tomorrow_io","EEU",2
"windborne","EEU",2
"saildrone","EEU",2
"sofar_ocean","EEU",3
"jupiter_intelligence","EEU",2
"first_street","EEU",0
"fathom_global","EEU",2
"jba_risk","EEU",2
"moodys_rms","EEU",2
"mitiga_solutions","EEU",2
"climateai","EEU",2
"descartes_underwriting","EEU",2
"sylvera","EEU",2
"bezero_carbon","EEU",2
"carbon_mapper","EEU",2
"chloris_geospatial","EEU",2
"nielsen","EEU",1
"comscore","EEU",1
"samba_tv","EEU",0
"ispot_tv","EEU",0
"videoamp","EEU",0
"similarweb","EEU",3
"sensor_tower","EEU",3
"yipitdata","EEU",0
"m_science","EEU",0
"consumer_edge","EEU",0
"earnest_analytics","EEU",0
"facteus","EEU",0
"measurable_ai","EEU",0
"plaid","EEU",0
"tink","EEU",0
"kpler","EEU",3
"vortexa","EEU",3
"windward_ai","EEU",3
"panjiva","EEU",1
"importgenius","EEU",1
"iqvia","EEU",2
"komodo_health","EEU",0
"truveta","EEU",0
"healthverity","EEU",0
"tempus_ai","EEU",0
"datavant","EEU",0
"flatiron_health","EEU",0
"trinetx","EEU",2
"picnichealth","EEU",0
"evidation_health","EEU",0
"medidata","EEU",2
"veeva_crossix","EEU",0
"definitive_healthcare","EEU",0
"uk_biobank","EEU",0
"bgi_genomics","EEU",1
"samsara","EEU",0
"geotab","EEU",1
"inrix","EEU",1
"tomtom","EEU",3
"here_technologies","EEU",3
"cambridge_mobile","EEU",0
"arity","EEU",0
"smartcar","EEU",0
"high_mobility","EEU",0
"dataminr","EEU",2
"recorded_future","EEU",2
"meltwater","EEU",2
"brandwatch","EEU",2
"talkwalker","EEU",2
"sprinklr","EEU",2
"graphika","EEU",2
"babel_street","EEU",2
"sayari","EEU",3
"kharon","EEU",2
"janes","EEU",2
"acled","EEU",3
"gdelt","EEU",3
"bellingcat","EEU",2
"newsguard","EEU",1
"zoominfo","EEU",1
"apollo_io","EEU",2
"cognism","EEU",1
"lusha","EEU",2
"people_data_labs","EEU",1
"opencorporates","EEU",3
"moodys_bvd","EEU",3
"pitchbook","EEU",2
"crunchbase","EEU",2
"tracxn","EEU",2
"dealroom","EEU",2
"numerator","EEU",1
"profitero","EEU",2
"dataweave","EEU",1
"intelligence_node","EEU",2
"trax_retail","EEU",1
"dunnhumby","EEU",1
"eightyfour_51","EEU",0
"clearview_ai","EEU",2
"pimeyes","EEU",2
"tools_for_humanity","EEU",1
"yoti","EEU",1
"idemia","EEU",2
"sensetime","EEU",1
"megvii","EEU",0
"hikvision","EEU",2
"arab_advisors","EEU",0
"asdaa_bcw","EEU",0
"insight_discovery","EEU",0
"ventures_middle_east","EEU",0
"space42","EEU",3
"presight_ai","EEU",1
"lucidya","EEU",0
"mozn","EEU",0
"crowd_analyzer","EEU",0
"tarjama","EEU",0
"idsc_egypt","EEU",0
"rada_research","EEU",0
"statistics_lebanon","EEU",0
"information_international","EEU",0
"scpr_syria","EEU",0
"yemen_polling_center","EEU",0
"diwan_research","EEU",0
"immar_rc","EEU",0
"sunergia","EEU",0
"iranpoll","EEU",0
"turkiye_raporu","EEU",0
"geocartography","EEU",0
"near_east_consulting","EEU",0
"jmcc","EEU",0
"zogby_research","EEU",0
"reach_initiative","EEU",1
"acaps","EEU",2
"afriksurvey","EEU",0
"sagapoll","EEU",0
"dalberg_research","EEU",0
"stears","EEU",0
"datalens_africa","EEU",0
