"company_id","domain_code","weight"
"axelspace","consumer_behavior",0
"changguang","consumer_behavior",0
"twentyone_at","consumer_behavior",0
"tomorrow_io","consumer_behavior",0
"windborne","consumer_behavior",0
"saildrone","consumer_behavior",0
"sofar_ocean","consumer_behavior",0
"jupiter_intelligence","consumer_behavior",0
"first_street","consumer_behavior",0
"fathom_global","consumer_behavior",0
"jba_risk","consumer_behavior",0
"moodys_rms","consumer_behavior",0
"mitiga_solutions","consumer_behavior",0
"climateai","consumer_behavior",0
"descartes_underwriting","consumer_behavior",0
"sylvera","consumer_behavior",0
"bezero_carbon","consumer_behavior",0
"carbon_mapper","consumer_behavior",0
"chloris_geospatial","consumer_behavior",0
"nielsen","consumer_behavior",1
"comscore","consumer_behavior",0
"samba_tv","consumer_behavior",1
"ispot_tv","consumer_behavior",0
"videoamp","consumer_behavior",0
"similarweb","consumer_behavior",0
"sensor_tower","consumer_behavior",2
"yipitdata","consumer_behavior",0
"m_science","consumer_behavior",2
"consumer_edge","consumer_behavior",2
"earnest_analytics","consumer_behavior",0
"facteus","consumer_behavior",0
"measurable_ai","consumer_behavior",2
"plaid","consumer_behavior",0
"tink","consumer_behavior",0
"kpler","consumer_behavior",0
"vortexa","consumer_behavior",0
"windward_ai","consumer_behavior",0
"panjiva","consumer_behavior",0
"importgenius","consumer_behavior",0
"iqvia","consumer_behavior",0
"komodo_health","consumer_behavior",0
"truveta","consumer_behavior",0
"healthverity","consumer_behavior",1
"tempus_ai","consumer_behavior",0
"datavant","consumer_behavior",0
"flatiron_health","consumer_behavior",0
"trinetx","consumer_behavior",0
"picnichealth","consumer_behavior",0
"evidation_health","consumer_behavior",0
"medidata","consumer_behavior",0
"veeva_crossix","consumer_behavior",0
"definitive_healthcare","consumer_behavior",0
"uk_biobank","consumer_behavior",0
"bgi_genomics","consumer_behavior",0
"samsara","consumer_behavior",0
"geotab","consumer_behavior",0
"inrix","consumer_behavior",0
"tomtom","consumer_behavior",0
"here_technologies","consumer_behavior",0
"cambridge_mobile","consumer_behavior",0
"arity","consumer_behavior",0
"smartcar","consumer_behavior",0
"high_mobility","consumer_behavior",0
"dataminr","consumer_behavior",0
"recorded_future","consumer_behavior",0
"meltwater","consumer_behavior",0
"brandwatch","consumer_behavior",1
"talkwalker","consumer_behavior",0
"sprinklr","consumer_behavior",1
"graphika","consumer_behavior",0
"babel_street","consumer_behavior",0
"sayari","consumer_behavior",0
"kharon","consumer_behavior",0
"janes","consumer_behavior",0
"acled","consumer_behavior",0
"gdelt","consumer_behavior",0
"bellingcat","consumer_behavior",0
"newsguard","consumer_behavior",0
"zoominfo","consumer_behavior",0
"apollo_io","consumer_behavior",0
"cognism","consumer_behavior",0
"lusha","consumer_behavior",0
"people_data_labs","consumer_behavior",0
"opencorporates","consumer_behavior",0
"moodys_bvd","consumer_behavior",0
"pitchbook","consumer_behavior",0
"crunchbase","consumer_behavior",0
"tracxn","consumer_behavior",0
"dealroom","consumer_behavior",0
"numerator","consumer_behavior",2
"profitero","consumer_behavior",0
"dataweave","consumer_behavior",0
"intelligence_node","consumer_behavior",0
"trax_retail","consumer_behavior",0
"dunnhumby","consumer_behavior",2
"eightyfour_51","consumer_behavior",2
"clearview_ai","consumer_behavior",0
"pimeyes","consumer_behavior",0
"tools_for_humanity","consumer_behavior",0
"yoti","consumer_behavior",0
"idemia","consumer_behavior",0
"sensetime","consumer_behavior",0
"megvii","consumer_behavior",0
"hikvision","consumer_behavior",0
"arab_advisors","consumer_behavior",2
"asdaa_bcw","consumer_behavior",1
"insight_discovery","consumer_behavior",2
"ventures_middle_east","consumer_behavior",0
"space42","consumer_behavior",0
"presight_ai","consumer_behavior",0
"lucidya","consumer_behavior",2
"mozn","consumer_behavior",0
"crowd_analyzer","consumer_behavior",1
"tarjama","consumer_behavior",0
"idsc_egypt","consumer_behavior",2
"rada_research","consumer_behavior",2
"statistics_lebanon","consumer_behavior",2
"information_international","consumer_behavior",0
"scpr_syria","consumer_behavior",0
"yemen_polling_center","consumer_behavior",0
"diwan_research","consumer_behavior",2
"immar_rc","consumer_behavior",1
"sunergia","consumer_behavior",2
"iranpoll","consumer_behavior",0
"turkiye_raporu","consumer_behavior",0
"geocartography","consumer_behavior",2
"near_east_consulting","consumer_behavior",1
"jmcc","consumer_behavior",0
"zogby_research","consumer_behavior",0
"reach_initiative","consumer_behavior",0
"acaps","consumer_behavior",0
"afriksurvey","consumer_behavior",2
"sagapoll","consumer_behavior",2
"dalberg_research","consumer_behavior",0
"stears","consumer_behavior",0
"datalens_africa","consumer_behavior",0
"creditregistry","consumer_behavior",0
"indicina","consumer_behavior",0
"africa_polling_institute","consumer_behavior",0
"global_infoanalytics","consumer_behavior",0
"amini","consumer_behavior",0
"research_solutions_africa","consumer_behavior",2
"msurvey","consumer_behavior",2
"echo_mobile","consumer_behavior",0
"viamo","consumer_behavior",0
"twaweza","consumer_behavior",0
"research_world_intl","consumer_behavior",2
"charis_uas","consumer_behavior",0
"digital_umuganda","consumer_behavior",0
"somali_public_agenda","consumer_behavior",0
"mpoi_zimbabwe","consumer_behavior",0
"social_research_foundation","consumer_behavior",0
"eighty20","consumer_behavior",2
"lightstone","consumer_behavior",0
"lelapa_ai","consumer_behavior",0
"masakhane","consumer_behavior",0
"awarri","consumer_behavior",0
"romir","consumer_behavior",2
"mediascope","consumer_behavior",1
"ipsos_comcon","consumer_behavior",2
"tiburon_research","consumer_behavior",2
"anketolog","consumer_behavior",2
"sberindex","consumer_behavior",0
"yandex_data","consumer_behavior",1
"baw_belarus","consumer_behavior",0
"bisam","consumer_behavior",2
"demoscope_kz","consumer_behavior",2
"ijtimoiy_fikr","consumer_behavior",0
"questmobile","consumer_behavior",1
"analysys_yiguan","consumer_behavior",2
"iimedia","consumer_behavior",2
"talkingdata","consumer_behavior",2
"aurora_mobile","consumer_behavior",1
"miaozhen_admaster","consumer_behavior",2
"qichacha","consumer_behavior",0
"tianyancha","consumer_behavior",0
"wind_information","consumer_behavior",0
"intron_health","consumer_behavior",0
"african_languages_lab","consumer_behavior",0
"aflabox","consumer_behavior",0
"tolbi","consumer_behavior",0
"soko_aerial","consumer_behavior",0
"geoinfotech","consumer_behavior",0
"helium_health","consumer_behavior",0
"pula","consumer_behavior",0
"apollo_agriculture","consumer_behavior",0
"hello_tractor","consumer_behavior",0
"mpharma","consumer_behavior",0
"ehealth_africa","consumer_behavior",0
"lacuna_fund","consumer_behavior",0
"makerere_ai","consumer_behavior",0
"cntxt_ai","consumer_behavior",0
"arabic_ai","consumer_behavior",0
"aydi","consumer_behavior",0
"widebot","consumer_behavior",0
"mawdoo3","consumer_behavior",0
"aaru","consumer_behavior",2
"simile","consumer_behavior",2
"conveo","consumer_behavior",2
"perspective_ai","consumer_behavior",2
"theysaid","consumer_behavior",2
"versive","consumer_behavior",2
"hivemapper","consumer_behavior",0
"dimo","consumer_behavior",0
"weatherxm","consumer_behavior",0
"nova_labs_helium","consumer_behavior",0
"safecast","consumer_behavior",0
"biobot","consumer_behavior",0
"verily","consumer_behavior",0
"wastewaterscan","consumer_behavior",0
"hawkeye_360","consumer_behavior",0
"unseenlabs","consumer_behavior",0
"kleos_space","consumer_behavior",0
"naturemetrics","consumer_behavior",0
"rainforest_connection","consumer_behavior",0
"fugro","consumer_behavior",0
"clarity_movement","consumer_behavior",0
"aclima","consumer_behavior",0
"nuview","consumer_behavior",0
"orbital_sidekick","consumer_behavior",0
"wyvern","consumer_behavior",0
"hydrosat","consumer_behavior",0
"muon_space","consumer_behavior",0
"myriota","consumer_behavior",0
"astrocast","consumer_behavior",0
"nearmap","consumer_behavior",0
"vexcel_imaging","consumer_behavior",0
"airqo","consumer_behavior",0
"code_for_africa","consumer_behavior",0
"aerobotics","consumer_behavior",0
"ujuzikilimo","consumer_behavior",0
"robocare","consumer_behavior",0
"astral_aerial","consumer_behavior",0
"earthranger","consumer_behavior",0
"falcon_eye_drones","consumer_behavior",0
"falcon_3d","consumer_behavior",0
"digital_earth_africa","consumer_behavior",0
"sansa","consumer_behavior",0
"nasrda","consumer_behavior",0
"egsa","consumer_behavior",0
"kenya_space_agency","consumer_behavior",0
"essti","consumer_behavior",0
"mbrsc","consumer_behavior",0
"tubitak_uzay","consumer_behavior",0
"imagesat","consumer_behavior",0
"taranis","consumer_behavior",0
"agritask","consumer_behavior",0
"asterra","consumer_behavior",0
"norc","consumer_behavior",0
"westat","consumer_behavior",0
"rti_international","consumer_behavior",0
"mathematica","consumer_behavior",0
"abt_global","consumer_behavior",0
"ssrs","consumer_behavior",0
"icf_international","consumer_behavior",0
"quinnipiac_poll","consumer_behavior",0
"marist_poll","consumer_behavior",0
"monmouth_poll","consumer_behavior",0
"siena_research","consumer_behavior",0
"emerson_polling","consumer_behavior",0
"surveyusa","consumer_behavior",0
"prri","consumer_behavior",0
"ap_norc","consumer_behavior",0
"civiqs","consumer_behavior",0
"echelon_insights","consumer_behavior",0
"data_for_progress","consumer_behavior",0
"cygnal","consumer_behavior",0
"leger","consumer_behavior",2
"angus_reid_institute","consumer_behavior",0
"nanos_research","consumer_behavior",0
"ekos_research","consumer_behavior",0
"abacus_data","consumer_behavior",2
"environics_research","consumer_behavior",2
"skywatch","consumer_behavior",0
"mda_space","consumer_behavior",0
"ecopia_ai","consumer_behavior",0
"farmers_edge","consumer_behavior",0
"deveron","consumer_behavior",0
"semios","consumer_behavior",0
"bluedot","consumer_behavior",0
"local_logic","consumer_behavior",0
"riskthinking_ai","consumer_behavior",0
"triton_digital","consumer_behavior",0
"descartes_datamyne","consumer_behavior",0
"browse_ai","consumer_behavior",0
"internet_archive","consumer_behavior",0
"exa_ai","consumer_behavior",0
"altana","consumer_behavior",0
"project44","consumer_behavior",0
"fourkites","consumer_behavior",0
"clear_secure","consumer_behavior",0
"id_me","consumer_behavior",0
"socure","consumer_behavior",0
"observa","consumer_behavior",2
"ookla","consumer_behavior",0
"purpleair","consumer_behavior",0
"motive","consumer_behavior",0
"lytx","consumer_behavior",0
"catalina_marketing","consumer_behavior",2
"inmar_intelligence","consumer_behavior",2
"data_axle","consumer_behavior",2
"bombora","consumer_behavior",0
"thinknum","consumer_behavior",0
"om1","consumer_behavior",0
"verana_health","consumer_behavior",0
"atropos_health","consumer_behavior",0
"aetion","consumer_behavior",0
"edison_research","consumer_behavior",0
"luminate_data","consumer_behavior",0
"flashpoint","consumer_behavior",0
"zignal_labs","consumer_behavior",0
"albedo","consumer_behavior",0
"centaur_labs","consumer_behavior",0
"fulcrum_app","consumer_behavior",0
"rep_data","consumer_behavior",2
"understanding_america","consumer_behavior",0
"forsa","consumer_behavior",1
"infratest_dimap","consumer_behavior",0
"allensbach","consumer_behavior",1
"civey","consumer_behavior",0
"insa_consulere","consumer_behavior",0
"infas","consumer_behavior",0
"gesis","consumer_behavior",0
"soep_diw","consumer_behavior",0
"ororatech","consumer_behavior",0
"liveeo","consumer_behavior",0
"constellr","consumer_behavior",0
"limesurvey","consumer_behavior",0
"agf_videoforschung","consumer_behavior",0
"ifop","consumer_behavior",1
"opinionway","consumer_behavior",1
"bva_xsight","consumer_behavior",2
"elabe","consumer_behavior",0
"odoxa","consumer_behavior",0
"csa_research","consumer_behavior",1
"credoc","consumer_behavior",2
"scrapingbee","consumer_behavior",0
"shippeo","consumer_behavior",0
"owkin","consumer_behavior",0
"doxa","consumer_behavior",2
"swg_italia","consumer_behavior",1
"cerved","consumer_behavior",0
"auditel_italia","consumer_behavior",0
"e_geos","consumer_behavior",0
"planetek_italia","consumer_behavior",0
"sigma_dos","consumer_behavior",1
"gad3","consumer_behavior",0
"metroscopia","consumer_behavior",0
"cuarenta_db","consumer_behavior",0
"kido_dynamics","consumer_behavior",0
"deimos_imaging","consumer_behavior",0
"marktest","consumer_behavior",2
"intercampus","consumer_behavior",1
"metron_analysis","consumer_behavior",0
"kapa_research","consumer_behavior",0
"marinetraffic","consumer_behavior",0
"kieskompas","consumer_behavior",0
"io_research","consumer_behavior",0
"motivaction","consumer_behavior",2
"nipo_nfield","consumer_behavior",2
"lifelines","consumer_behavior",0
"ivox","consumer_behavior",2
"sora_institute","consumer_behavior",0
"gfs_bern","consumer_behavior",0
"sotomo","consumer_behavior",0
"link_institut","consumer_behavior",2
"red_c","consumer_behavior",1
"epinion","consumer_behavior",2
"voxmeter","consumer_behavior",0
"novus","consumer_behavior",0
"taloustutkimus","consumer_behavior",2
"finngen","consumer_behavior",0
"decode_genetics","consumer_behavior",0
"signicat","consumer_behavior",0
"natcen","consumer_behavior",0
"understanding_society","consumer_behavior",0
"uk_data_service","consumer_behavior",0
"opinium","consumer_behavior",1
"survation","consumer_behavior",0
"deltapoll","consumer_behavior",0
"focaldata","consumer_behavior",0
"jl_partners","consumer_behavior",0
"more_in_common","consumer_behavior",0
"bmg_research","consumer_behavior",0
"signal_ai","consumer_behavior",0
"rezatec","consumer_behavior",0
"open_cosmos","consumer_behavior",0
"iproov","consumer_behavior",0
"truelayer","consumer_behavior",0
"yapily","consumer_behavior",0
"our_future_health","consumer_behavior",0
"lifebit","consumer_behavior",0
"ovilongwa","consumer_behavior",0
"star_awards_bwa","consumer_behavior",0
"igd_burkina","consumer_behavior",0
"gradis_burundi","consumer_behavior",0
"afrosondagem","consumer_behavior",0
"cible_cameroun","consumer_behavior",0
"laereag_tchad","consumer_behavior",0
"avenir_nepad_congo","consumer_behavior",0
"cofinco_comores","consumer_behavior",0
"zechlab","consumer_behavior",0
"qa_strategic_swz","consumer_behavior",0
"abcon_ethiopia","consumer_behavior",0
"cergep_gabon","consumer_behavior",0
"stat_view_guinea","consumer_behavior",0
"igpad_guinea_bissau","consumer_behavior",0
"advision_lesotho","consumer_behavior",0
"cdg_liberia","consumer_behavior",0
"coef_resources","consumer_behavior",0
"csr_malawi","consumer_behavior",0
"great_mali","consumer_behavior",0
"sista_consult","consumer_behavior",0
"straconsult_mus","consumer_behavior",0
"gsc_morocco","consumer_behavior",0
"cs_research_moz","consumer_behavior",0
"survey_warehouse","consumer_behavior",0
"lasdel_niger","consumer_behavior",0
"cres_senegal","consumer_behavior",0
"igr_sierra_leone","consumer_behavior",0
"sudan_polling_center","consumer_behavior",0
"repoa_tanzania","consumer_behavior",0
"crpd_gambia","consumer_behavior",0
"crop_togo","consumer_behavior",0
"hatchile_uganda","consumer_behavior",0
"cesor_zambia","consumer_behavior",0
"smile_identity","consumer_behavior",0
"zindi","consumer_behavior",0
"kartoza","consumer_behavior",0
"geoterraimage","consumer_behavior",0
"spatial_collective","consumer_behavior",0
"ramani_huria","consumer_behavior",0
"farmerline","consumer_behavior",0
"esoko","consumer_behavior",0
"sunculture","consumer_behavior",0
"thriveagric","consumer_behavior",0
"mono_nigeria","consumer_behavior",0
"stitch_za","consumer_behavior",0
"metropol_kenya","consumer_behavior",0
"crc_credit_bureau","consumer_behavior",0
"africa_check","consumer_behavior",0
"dubawa","consumer_behavior",0
"ilara_health","consumer_behavior",0
"jacaranda_health","consumer_behavior",0
"reelforge","consumer_behavior",0
"prembly","consumer_behavior",0
"youverify","consumer_behavior",0
"data_science_nigeria","consumer_behavior",0
"icog_labs","consumer_behavior",0
"lesan_ai","consumer_behavior",0
"kobo360","consumer_behavior",0
"lori_systems","consumer_behavior",0
"irsm_algeria","consumer_behavior",2
"cread_algeria","consumer_behavior",0
"optimar","consumer_behavior",1
"orc_arastirma","consumer_behavior",0
"avrasya_arastirma","consumer_behavior",0
"genar","consumer_behavior",1
"yoneylem","consumer_behavior",0
"sonar_arastirma","consumer_behavior",0
"gezici_arastirma","consumer_behavior",0
"mak_danismanlik","consumer_behavior",0
"piar_arastirma","consumer_behavior",0
"insider_tr","consumer_behavior",2
"acrps_doha","consumer_behavior",0
"sesri_qatar","consumer_behavior",0
"qcri","consumer_behavior",0
"sdaia","consumer_behavior",0
"elm_saudi","consumer_behavior",0
"saudi_space_agency","consumer_behavior",0
"simah","consumer_behavior",0
"derasat","consumer_behavior",0
"cri_lebanon","consumer_behavior",0
"infopro_lebanon","consumer_behavior",0
"albayan_iraq","consumer_behavior",0
"mas_palestine","consumer_behavior",0
"altibbi","consumer_behavior",0
"maqsam","consumer_behavior",1
"el_zanaty","consumer_behavior",0
"i_score_egypt","consumer_behavior",0
"intella_ai","consumer_behavior",0
"marocmetrie","consumer_behavior",0
"aarc_international","consumer_behavior",2
"chifco","consumer_behavior",0
"m42","consumer_behavior",0
"aecb","consumer_behavior",0
"derq","consumer_behavior",0
"israel_democracy_institute","consumer_behavior",0
"zencity","consumer_behavior",0
"cognyte","consumer_behavior",0
"ahri_south_africa","consumer_behavior",0
"agincourt_wits","consumer_behavior",0
"saprin","consumer_behavior",0
"aphrc","consumer_behavior",0
"kemri_wellcome","consumer_behavior",0
"ifakara_health","consumer_behavior",0
"manhica_cisim","consumer_behavior",0
"mrc_gambia","consumer_behavior",0
"navrongo_hrc","consumer_behavior",0
"rakai_health","consumer_behavior",0
"malawi_liverpool_wellcome","consumer_behavior",0
"cidrz","consumer_behavior",0
"kersa_hdss","consumer_behavior",0
"nouna_crsn","consumer_behavior",0
"apcc","consumer_behavior",0
"h3africa","consumer_behavior",0
"hsrc","consumer_behavior",0
"saldru","consumer_behavior",0
"datafirst","consumer_behavior",0
"isser_ghana","consumer_behavior",0
"eprc_uganda","consumer_behavior",0
"esrf_tanzania","consumer_behavior",0
"csea_nigeria","consumer_behavior",0
"pesacheck","consumer_behavior",0
"freshly_ground_insights","consumer_behavior",2
"columinate","consumer_behavior",2
"persian_cohort","consumer_behavior",0
"golestan_cohort","consumer_behavior",0
"qatar_biobank","consumer_behavior",0
"moroccan_genome","consumer_behavior",0
"afristat","consumer_behavior",0
"statafric","consumer_behavior",0
"afdb_statistics","consumer_behavior",0
"sanbi","consumer_behavior",0
"africas_talking","consumer_behavior",0
"onafriq","consumer_behavior",0
"cellulant","consumer_behavior",0
"codesria","consumer_behavior",0
"aerc","consumer_behavior",0
"pasgr","consumer_behavior",0
"iss_africa","consumer_behavior",0
"nextier_spd","consumer_behavior",0
"heritage_institute","consumer_behavior",0
"zeparu","consumer_behavior",0
"bidpa","consumer_behavior",0
"ippr_namibia","consumer_behavior",0
"nkafu","consumer_behavior",0
"cires_ivoire","consumer_behavior",0
"iese_mozambique","consumer_behavior",0
"zipar","consumer_behavior",0
"riwi","consumer_behavior",2
"pricestats","consumer_behavior",1
"soundthinking","consumer_behavior",0
"alphonso","consumer_behavior",2
"opensignal","consumer_behavior",0
"nexar","consumer_behavior",0
"geodnet","consumer_behavior",0
"wingbits","consumer_behavior",0
"flightradar24","consumer_behavior",0
"karya","consumer_behavior",0
"airwars","consumer_behavior",0
"mnemonic","consumer_behavior",0
"forensic_architecture","consumer_behavior",0
"atlas_ai","consumer_behavior",0
"fraym","consumer_behavior",0
"rs_metrics","consumer_behavior",2
"yodlee","consumer_behavior",1
"empatica","consumer_behavior",0
"sonde_health","consumer_behavior",0
"origin_wireless","consumer_behavior",0
"vayyar","consumer_behavior",0
