company_id,coverage_basis,NOAM,LAC,WEU,EEU,RUS,MENA,SSA,SAS,SEA,EAS,CHN,OCE
global_infoanalytics,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
amini,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
gro_intelligence,manual,3,2,2,1,1,2,2,2,2,1,1,1
research_solutions_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
msurvey,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
echo_mobile,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
viamo,manual,0,1,0,0,0,1,3,3,2,0,0,0
twaweza,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
research_world_intl,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
charis_uas,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
digital_umuganda,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
somali_public_agenda,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
mpoi_zimbabwe,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
social_research_foundation,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
eighty20,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
lightstone,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
lelapa_ai,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
masakhane,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
awarri,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
romir,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
mediascope,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
ipsos_comcon,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
tiburon_research,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
anketolog,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
sberindex,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
yandex_data,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
baw_belarus,segment_template,0,0,0,3,0,0,0,0,0,0,0,0
bisam,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
demoscope_kz,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
ijtimoiy_fikr,segment_template,0,0,0,0,3,0,0,0,0,0,0,0
questmobile,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
analysys_yiguan,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
iimedia,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
talkingdata,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
aurora_mobile,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
miaozhen_admaster,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
qichacha,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
tianyancha,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
wind_information,segment_template,0,0,0,0,0,0,0,0,0,0,3,0
intron_health,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
african_languages_lab,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
aflabox,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
tolbi,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
soko_aerial,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
geoinfotech,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
helium_health,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
pula,segment_template,0,0,0,0,0,0,2,0,0,0,0,0
apollo_agriculture,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
hello_tractor,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
mpharma,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
ehealth_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
fiftyfour_gene,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
lacuna_fund,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
makerere_ai,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cntxt_ai,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
arabic_ai,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
aydi,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
widebot,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
mawdoo3,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
aaru,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
simile,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
conveo,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
perspective_ai,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
theysaid,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
versive,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
steadman_group,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
synovate,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
tns_group,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
millward_brown,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
research_international,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
arbitron,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
harris_interactive,segment_template,3,2,3,2,1,2,2,2,2,2,2,2
iri,segment_template,2,1,2,1,0,0,0,1,1,1,1,1
npd_group,segment_template,2,1,2,1,0,0,0,1,1,1,1,1
ssi,segment_template,3,2,3,2,0,1,1,2,2,2,1,2
research_now,segment_template,3,2,3,2,0,1,1,2,2,2,1,2
lucid_holdings,segment_template,3,2,3,2,0,1,1,2,2,2,1,2
cambridge_analytica,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
scl_group,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
wejo,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
otonomo,segment_template,2,0,2,0,0,2,0,0,0,0,0,1
xmode_outlogic,segment_template,3,1,2,1,0,1,0,1,1,1,0,1
near_intelligence,segment_template,3,1,2,1,0,1,0,1,1,1,0,1
gravy_analytics,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
oracle_advertising,segment_template,3,1,2,1,0,1,0,1,1,1,0,2
bluekai,segment_template,3,1,2,1,0,1,0,1,1,1,0,2
datalogix,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
factual,segment_template,3,1,2,1,0,1,0,1,1,1,0,1
placeiq,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
streetlight_data,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
app_annie,segment_template,3,2,3,1,0,1,1,2,2,2,1,2
apptopia,segment_template,3,2,3,1,0,1,1,2,2,2,1,2
second_measure,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
quandl,segment_template,3,1,2,0,0,0,0,1,1,1,1,1
thasos_group,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
digitalglobe,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
geoeye,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
urthecast,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
orbital_insight,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
figure_eight,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
mighty_ai,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
playment,segment_template,2,0,1,1,0,0,0,2,1,0,0,0
lionbridge_ai,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
ims_health,segment_template,3,0,1,0,0,0,0,0,0,1,0,1
truven_health,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
ubiome,segment_template,2,0,0,0,0,0,0,0,0,0,0,0
twentythreeandme,segment_template,2,0,0,0,0,0,0,0,0,0,0,0
bisnode,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
neustar,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
infutor,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
compuscan,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
amrb,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
comres,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
markinor,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
rms_nigeria,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
omedia,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
repucom_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
hivemapper,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
dimo,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
weatherxm,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
nova_labs_helium,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
safecast,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
biobot,segment_template,2,0,0,0,0,0,0,0,0,0,0,0
verily,segment_template,2,0,0,0,0,0,0,0,0,0,0,0
wastewaterscan,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
hawkeye_360,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
unseenlabs,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
kleos_space,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
naturemetrics,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
rainforest_connection,segment_template,2,1,2,1,1,1,1,1,1,1,1,1
fugro,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
clarity_movement,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
aclima,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
nuview,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
orbital_sidekick,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
wyvern,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
hydrosat,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
muon_space,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
myriota,segment_template,3,1,3,1,0,1,0,1,1,1,0,2
astrocast,segment_template,3,1,3,1,0,1,0,1,1,1,0,2
nearmap,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
vexcel_imaging,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
mapillary,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
airqo,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
code_for_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
aerobotics,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
ujuzikilimo,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
robocare,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
astral_aerial,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
earthranger,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
falcon_eye_drones,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
falcon_3d,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
digital_earth_africa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
sansa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
nasrda,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
egsa,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
kenya_space_agency,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
essti,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
mbrsc,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
tubitak_uzay,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
imagesat,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
taranis,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
agritask,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
asterra,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
norc,manual,3,1,1,0,0,1,2,1,1,0,0,0
westat,manual,3,0,1,0,0,0,1,0,0,0,0,0
rti_international,manual,3,2,1,0,0,1,3,2,2,1,0,1
mathematica,manual,3,1,1,0,0,0,1,1,1,0,0,0
abt_global,manual,3,2,1,0,0,1,3,2,2,0,0,1
ssrs,manual,3,0,0,0,0,0,0,0,0,0,0,0
icf_international,manual,3,3,1,0,0,2,3,3,2,0,0,1
quinnipiac_poll,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
marist_poll,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
monmouth_poll,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
siena_research,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
emerson_polling,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
surveyusa,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
prri,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
ap_norc,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
civiqs,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
echelon_insights,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
data_for_progress,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
cygnal,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
leger,manual,3,0,0,0,0,0,0,0,0,0,0,0
angus_reid_institute,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
nanos_research,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
ekos_research,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
abacus_data,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
environics_research,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
skywatch,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
mda_space,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
ecopia_ai,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
farmers_edge,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
deveron,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
semios,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
bluedot,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
local_logic,segment_template,2,0,1,0,0,0,0,0,0,0,0,0
riskthinking_ai,segment_template,3,2,3,2,2,2,2,2,2,2,2,2
triton_digital,segment_template,3,2,3,1,0,1,1,2,2,2,1,2
descartes_datamyne,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
browse_ai,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
internet_archive,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
exa_ai,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
altana,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
project44,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
fourkites,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
clear_secure,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
id_me,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
socure,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
observa,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
ookla,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
purpleair,segment_template,3,1,3,1,0,1,1,1,1,1,0,2
motive,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
lytx,segment_template,2,0,2,0,0,0,0,0,0,0,0,1
catalina_marketing,segment_template,2,1,2,1,0,0,0,1,1,1,1,1
inmar_intelligence,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
data_axle,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
bombora,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
thinknum,segment_template,3,1,2,0,0,0,0,1,1,1,1,1
om1,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
verana_health,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
atropos_health,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
aetion,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
edison_research,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
luminate_data,segment_template,3,2,3,1,0,1,1,2,2,2,1,2
flashpoint,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
zignal_labs,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
albedo,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
centaur_labs,segment_template,3,1,2,2,0,1,1,3,2,1,0,1
fulcrum_app,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
rep_data,segment_template,3,2,3,2,0,1,1,2,2,2,1,2
understanding_america,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
tegus,segment_template,3,1,3,1,0,1,0,2,1,2,1,1
coleman_research,segment_template,3,1,3,1,0,1,0,2,1,2,1,1
clearbit,segment_template,3,1,3,2,1,1,1,2,1,2,1,2
cybersyn,segment_template,3,1,2,0,0,0,0,1,1,1,1,1
aurora_insight,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
zendrive,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
knowledge_networks,segment_template,3,0,0,0,0,0,0,0,0,0,0,0
forsa,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
infratest_dimap,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
allensbach,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
civey,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
insa_consulere,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
infas,manual,0,0,3,0,0,0,0,0,0,0,0,0
gesis,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
soep_diw,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
ororatech,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
liveeo,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
constellr,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
limesurvey,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
agf_videoforschung,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
respondi,segment_template,2,1,2,1,0,0,0,1,1,1,0,1
ifop,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
opinionway,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
bva_xsight,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
elabe,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
odoxa,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
csa_research,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
credoc,manual,0,0,3,0,0,0,0,0,0,0,0,0
scrapingbee,segment_template,3,2,3,2,1,2,1,2,2,2,1,2
shippeo,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
owkin,segment_template,2,0,2,0,0,0,0,0,0,0,0,0
preligens,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
doxa,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
swg_italia,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
cerved,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
auditel_italia,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
e_geos,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
planetek_italia,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
sigma_dos,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
gad3,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
metroscopia,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
cuarenta_db,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
kido_dynamics,segment_template,2,0,2,0,0,0,0,0,0,0,0,0
deimos_imaging,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
marktest,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
intercampus,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
metron_analysis,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
kapa_research,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
marinetraffic,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
kieskompas,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
io_research,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
motivaction,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
nipo_nfield,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
lifelines,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
ivox,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
sora_institute,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
gfs_bern,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
sotomo,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
link_institut,manual,0,0,3,0,0,0,0,0,0,0,0,0
red_c,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
epinion,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
voxmeter,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
novus,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
taloustutkimus,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
finngen,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
decode_genetics,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
signicat,segment_template,2,1,2,1,0,1,0,1,1,1,0,1
confirmit,segment_template,3,3,3,3,2,3,3,3,3,3,1,3
natcen,manual,0,0,3,0,0,0,0,0,0,0,0,0
understanding_society,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
uk_data_service,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
opinium,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
survation,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
deltapoll,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
focaldata,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
jl_partners,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
more_in_common,segment_template,2,1,2,1,0,1,1,1,1,1,1,1
bmg_research,manual,0,0,3,0,0,0,0,0,0,0,0,0
signal_ai,segment_template,3,2,3,2,2,2,2,2,2,2,1,2
rezatec,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
open_cosmos,segment_template,3,3,3,3,3,3,3,3,3,3,3,3
iproov,segment_template,2,1,2,1,0,1,0,1,1,1,0,1
truelayer,segment_template,2,0,2,0,0,0,0,0,0,0,0,0
yapily,segment_template,2,0,2,0,0,0,0,0,0,0,0,0
our_future_health,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
lifebit,segment_template,2,0,2,0,0,0,0,0,0,0,0,0
sensyne_health,segment_template,0,0,3,0,0,0,0,0,0,0,0,0
onfido,segment_template,3,2,2,2,1,2,1,2,2,2,1,2
ovilongwa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
star_awards_bwa,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
igd_burkina,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
gradis_burundi,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
afrosondagem,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cible_cameroun,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
laereag_tchad,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
avenir_nepad_congo,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cofinco_comores,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
zechlab,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
qa_strategic_swz,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
abcon_ethiopia,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cergep_gabon,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
stat_view_guinea,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
igpad_guinea_bissau,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
advision_lesotho,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cdg_liberia,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
coef_resources,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
csr_malawi,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
great_mali,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
sista_consult,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
straconsult_mus,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
gsc_morocco,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
cs_research_moz,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
survey_warehouse,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
lasdel_niger,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cres_senegal,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
igr_sierra_leone,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
sudan_polling_center,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
repoa_tanzania,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
crpd_gambia,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
crop_togo,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
hatchile_uganda,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
cesor_zambia,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
smile_identity,segment_template,2,1,1,1,0,1,2,1,1,1,0,1
appruve,segment_template,2,1,1,1,0,1,2,1,1,1,0,1
whereismytransport,segment_template,2,0,1,0,0,0,2,0,0,0,0,0
zindi,segment_template,2,0,1,1,0,0,2,2,1,0,0,0
kartoza,segment_template,2,2,2,2,1,2,2,2,2,2,0,2
geoterraimage,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
spatial_collective,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
ramani_huria,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
farmerline,segment_template,0,0,0,0,0,0,2,0,0,0,0,0
esoko,segment_template,2,1,2,1,0,0,2,1,1,1,1,1
sunculture,segment_template,2,0,2,0,0,0,2,0,0,0,0,1
thriveagric,segment_template,0,0,0,0,0,0,2,0,0,0,0,0
okra_nigeria,segment_template,2,0,1,0,0,0,2,0,0,0,0,0
mono_nigeria,segment_template,2,0,1,0,0,0,2,0,0,0,0,0
stitch_za,segment_template,2,0,1,0,0,0,2,0,0,0,0,0
metropol_kenya,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
crc_credit_bureau,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
africa_check,segment_template,2,1,2,1,1,1,2,1,1,1,0,1
dubawa,segment_template,2,1,2,1,1,1,2,1,1,1,0,1
ilara_health,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
jacaranda_health,segment_template,2,0,0,0,0,0,2,0,0,0,0,0
reelforge,segment_template,2,1,2,0,0,0,2,1,1,1,0,1
prembly,segment_template,2,1,1,1,0,1,2,1,1,1,0,1
youverify,segment_template,2,1,1,1,0,1,2,1,1,1,0,1
data_science_nigeria,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
icog_labs,segment_template,2,0,1,1,0,0,2,2,1,0,0,0
lesan_ai,segment_template,0,0,0,0,0,0,3,0,0,0,0,0
kobo360,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
lori_systems,segment_template,2,2,2,2,2,2,2,2,2,2,2,2
irsm_algeria,manual,0,0,0,0,0,3,0,0,0,0,0,0
cread_algeria,manual,0,0,0,0,0,3,0,0,0,0,0,0
optimar,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
orc_arastirma,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
avrasya_arastirma,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
genar,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
yoneylem,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
sonar_arastirma,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
gezici_arastirma,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
mak_danismanlik,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
piar_arastirma,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
insider_tr,segment_template,3,1,2,1,0,1,0,1,1,1,0,2
acrps_doha,manual,0,0,0,0,0,3,1,0,0,0,0,0
sesri_qatar,manual,0,0,0,0,0,3,0,0,0,0,0,0
qcri,segment_template,2,0,1,1,0,2,0,2,1,0,0,0
sdaia,segment_template,0,0,0,0,0,3,0,0,0,0,0,0
